Time (min),0.00M_Run1,0.00M_Run2,0.20M_Run1,0.20M_Run2,0.20M_Run3,0.40M_Run1,0.40M_Run2,0.40M_Run3,0.50M_Run1,0.50M_Run2,0.50M_Run3,0.60M_Run1,0.60M_Run2,0.60M_Run3,0.80M_Run1,0.80M_Run2,0.80M_Run3
0.0,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.3
0.02,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.0,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.3
0.03,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.05,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.07,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.08,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.1,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.12,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.13,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.15,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.17,26.3,26.2,25.4,25.0,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.18,26.3,26.2,25.4,24.9,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.2,26.3,26.2,25.4,24.9,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.22,26.3,26.2,25.4,25.1,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.23,26.3,26.2,25.4,25.1,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.25,26.3,26.2,25.4,25.2,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.27,26.3,26.2,25.4,25.2,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.28,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.3,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.32,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.33,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.35,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.37,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.38,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.4,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.42,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.43,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.45,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.47,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.48,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.5,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.52,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.53,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.55,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.57,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.58,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.6,26.3,26.2,25.4,25.3,25.4,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.62,26.3,26.2,25.5,25.3,25.5,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.63,26.3,26.2,25.5,25.3,25.5,25.1,26.4,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.65,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.67,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.68,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.7,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.72,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.73,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.75,26.3,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.77,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.78,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.8,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.82,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.83,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.85,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.87,26.4,26.2,25.5,25.3,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.88,26.4,26.2,25.5,25.4,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.9,26.4,26.2,25.5,25.4,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.92,26.4,26.2,25.5,25.4,25.5,25.1,26.5,26.1,25.9,26.0,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.93,26.4,26.2,25.5,25.4,25.5,25.1,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.95,26.4,26.2,25.5,25.4,25.5,25.1,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.97,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
0.98,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
1.0,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
1.02,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
1.03,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
1.05,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
1.07,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,25.9,26.1,25.9,25.6,25.7,25.7,26.0,26.3,26.2
1.08,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,26.0,26.1,26.0,25.6,25.7,25.7,26.0,26.3,26.2
1.1,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.0,26.3,26.2
1.12,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,26.0,26.1,26.0,25.6,25.7,25.7,26.0,26.3,26.2
1.13,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.1,26.0,26.1,26.0,25.6,25.7,25.7,26.0,26.3,26.2
1.15,26.4,26.2,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.3,26.2
1.17,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.3,26.2
1.18,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.3,26.2
1.2,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.0,26.3,26.2
1.22,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.3,26.2
1.23,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.4,26.2
1.25,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.4,26.2
1.27,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.6,25.7,25.7,26.1,26.4,26.2
1.28,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.3,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.32,26.4,26.3,25.5,25.4,25.5,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.33,26.4,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.35,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.37,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.38,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.4,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.42,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.43,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.45,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.47,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.48,26.5,26.3,25.6,25.4,25.6,25.2,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.5,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.52,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.53,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.55,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.57,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.58,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.6,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.62,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.1,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.63,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.65,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.67,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.68,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.7,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.72,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.73,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.75,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.77,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.78,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.8,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.82,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.0,26.2,26.0,25.7,25.7,25.7,26.1,26.4,26.2
1.83,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.85,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.87,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.88,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.9,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.92,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.93,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.95,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.97,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
1.98,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.0,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.02,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.03,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.2,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.05,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.07,26.5,26.3,25.6,25.4,25.6,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.08,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.1,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.12,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.13,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.15,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.17,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.18,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.2,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.22,26.5,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.23,26.6,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.25,26.6,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.27,26.6,26.3,25.7,25.4,25.7,25.3,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.28,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.3,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.32,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.33,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.35,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.37,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.38,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.4,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.42,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.43,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.45,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.47,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.48,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.5,26.6,26.3,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.52,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.53,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.55,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.57,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.58,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.6,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.62,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.63,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.65,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.67,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.68,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.7,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.72,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.4,26.2
2.73,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.1,26.2,26.1,25.7,25.7,25.7,26.1,26.5,26.2
2.75,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.77,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.78,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.8,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.82,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.83,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.85,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.87,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.88,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.9,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.92,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.93,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.95,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
2.97,26.6,26.4,25.7,25.4,25.7,25.4,26.5,26.3,26.2,26.2,26.2,25.7,25.7,25.7,26.1,26.5,26.2
