Time (min),0.00M_Run1,0.00M_Run2,0.20M_Run1,0.20M_Run2,0.20M_Run3,0.40M_Run1,0.40M_Run2,0.40M_Run3,0.50M_Run1,0.50M_Run2,0.50M_Run3,0.60M_Run1,0.60M_Run2,0.60M_Run3,0.80M_Run1,0.80M_Run2,0.80M_Run3
6.0,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.02,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.03,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.05,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.07,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.08,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.1,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.12,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.13,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.15,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.17,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.6,26.3
6.18,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.2,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.22,26.7,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.23,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.25,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.27,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.28,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.3,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.32,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.33,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.35,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.37,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.38,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.4,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.42,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.43,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.45,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.47,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.48,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.5,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.52,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.53,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.55,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.57,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.58,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.6,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.62,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.63,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.65,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.67,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.2,26.7,26.3
6.68,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.7,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.72,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.73,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.75,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.77,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.78,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.8,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.82,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.83,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.85,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.87,26.8,26.5,26.0,25.5,26.0,25.6,26.6,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.88,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.9,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.92,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.93,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.95,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.97,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
6.98,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.0,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.02,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.03,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.05,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.07,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.08,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.1,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.12,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.13,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.15,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.17,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.18,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.2,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.22,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.4,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.23,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.25,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.27,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.28,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.3,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.32,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.33,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.35,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.37,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.38,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.4,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.42,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.43,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.45,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.47,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.48,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.5,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.52,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.53,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.55,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.57,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.58,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.6,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.3
7.62,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.63,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.65,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.67,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.68,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.7,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.72,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.73,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.75,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.77,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.78,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.8,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.82,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.83,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.85,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.87,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.88,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.9,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.92,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.93,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.95,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.97,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
7.98,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.0,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.02,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.03,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.05,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.07,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.08,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.1,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.12,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.13,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.15,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.17,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.18,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.2,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.22,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.23,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.25,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.27,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.28,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.3,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.32,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.33,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.35,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.37,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.38,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.4,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.42,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.43,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.45,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.47,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.3,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.48,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.8,25.7,25.7,26.1,26.7,26.4
8.5,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.52,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.53,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.55,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.57,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.58,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.6,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.7,25.7,26.1,26.7,26.4
8.62,26.8,26.6,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.63,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.65,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.67,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.68,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.7,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.72,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.73,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.75,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.77,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.78,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.8,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.82,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.83,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.85,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.87,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.88,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.1,26.7,26.4
8.9,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
8.92,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.7,26.4
8.93,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
8.95,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
8.97,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.7,26.4
8.98,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
9.0,26.8,26.5,26.0,25.5,26.0,25.6,26.7,26.3,26.4,26.2,26.4,25.7,25.6,25.6,26.0,26.6,26.4
